id,text,aspect,aspect_term,sentiment
10392,Battery drains quickly,battery,battery,positive
10393,The food was delicious,food,food,positive
10394,Performance is smooth,performance,performance,positive
10395,The service was slow,service,service,negative
10396,Battery drains quickly,battery,battery,positive
10397,The service was quick,service,service,positive
10398,Battery drains quickly,battery,battery,positive
10399,Delivery was fast,delivery,delivery,positive
10400,Price is reasonable,price,price,positive
10401,The service was quick,service,service,positive
10402,Performance is laggy,performance,performance,negative
10403,Battery drains quickly,battery,battery,positive
10404,Battery life is excellent,battery,battery,positive
10405,Delivery was late,delivery,delivery,negative
10406,Delivery was late,delivery,delivery,negative
10407,Battery drains quickly,battery,battery,positive
10408,The food was terrible,food,food,negative
10409,Battery drains quickly,battery,battery,positive
10410,Delivery was late,delivery,delivery,negative
10411,The food was terrible,food,food,negative
10412,Camera quality is great,camera,camera,positive
10413,Design looks premium,design,design,positive
10414,The food was terrible,food,food,negative
10415,The service was quick,service,service,positive
10416,Camera is disappointing,camera,camera,negative
10417,Battery drains quickly,battery,battery,positive
10418,The food was delicious,food,food,positive
10419,Camera quality is great,camera,camera,positive
10420,Design feels cheap,design,design,negative
10421,Performance is laggy,performance,performance,negative
10422,Design feels cheap,design,design,negative
10423,The service was quick,service,service,positive
10424,Camera is disappointing,camera,camera,negative
10425,Battery drains quickly,battery,battery,positive
10426,Battery life is excellent,battery,battery,positive
10427,Camera is disappointing,camera,camera,negative
10428,Price is too high,price,price,negative
10429,The service was slow,service,service,negative
10430,Design feels cheap,design,design,negative
10431,Design looks premium,design,design,positive
10432,Price is reasonable,price,price,positive
10433,Price is too high,price,price,negative
10434,Performance is laggy,performance,performance,negative
10435,Delivery was fast,delivery,delivery,positive
10436,The food was delicious,food,food,positive
10437,Performance is laggy,performance,performance,negative
10438,The food was terrible,food,food,negative
10439,Price is too high,price,price,negative
10440,The food was terrible,food,food,negative
10441,Camera is disappointing,camera,camera,negative
10442,Battery drains quickly,battery,battery,positive
10443,The service was quick,service,service,positive
10444,Delivery was fast,delivery,delivery,positive
10445,The food was terrible,food,food,negative
10446,Camera quality is great,camera,camera,positive
10447,The food was terrible,food,food,negative
10448,Battery life is excellent,battery,battery,positive
10449,Battery drains quickly,battery,battery,positive
10450,The service was quick,service,service,positive
10451,The service was slow,service,service,negative
10452,The food was delicious,food,food,positive
10453,Battery drains quickly,battery,battery,positive
10454,Battery life is excellent,battery,battery,positive
10455,Camera quality is great,camera,camera,positive
10456,Camera quality is great,camera,camera,positive
10457,Battery life is excellent,battery,battery,positive
10458,The service was quick,service,service,positive
10459,Performance is smooth,performance,performance,positive
10460,The food was terrible,food,food,negative
10461,The food was delicious,food,food,positive
10462,The service was quick,service,service,positive
10463,The food was terrible,food,food,negative
10464,Design feels cheap,design,design,negative
10465,Design feels cheap,design,design,negative
10466,The food was delicious,food,food,positive
10467,Camera quality is great,camera,camera,positive
10468,Delivery was late,delivery,delivery,negative
10469,Design feels cheap,design,design,negative
10470,Performance is smooth,performance,performance,positive
10471,Battery life is excellent,battery,battery,positive
10472,The food was delicious,food,food,positive
10473,Price is too high,price,price,negative
10474,Design looks premium,design,design,positive
10475,Price is reasonable,price,price,positive
10476,Delivery was late,delivery,delivery,negative
10477,Performance is laggy,performance,performance,negative
10478,The service was slow,service,service,negative
10479,Battery life is excellent,battery,battery,positive
10480,Camera quality is great,camera,camera,positive
10481,The food was terrible,food,food,negative
10482,Performance is laggy,performance,performance,negative
10483,Performance is laggy,performance,performance,negative
10484,The service was quick,service,service,positive
10485,Price is reasonable,price,price,positive
10486,Delivery was fast,delivery,delivery,positive
10487,Performance is smooth,performance,performance,positive
10488,Performance is laggy,performance,performance,negative
10489,Price is too high,price,price,negative
10490,Design looks premium,design,design,positive
10491,Design feels cheap,design,design,negative
10492,Camera quality is great,camera,camera,positive
10493,Delivery was late,delivery,delivery,negative
10494,Performance is laggy,performance,performance,negative
10495,Delivery was late,delivery,delivery,negative
10496,Delivery was late,delivery,delivery,negative
10497,Design looks premium,design,design,positive
10498,Performance is smooth,performance,performance,positive
10499,The service was quick,service,service,positive
10500,Performance is laggy,performance,performance,negative
10501,Camera is disappointing,camera,camera,negative
10502,Design looks premium,design,design,positive
10503,Design feels cheap,design,design,negative
10504,Performance is laggy,performance,performance,negative
10505,Performance is smooth,performance,performance,positive
10506,Performance is laggy,performance,performance,negative
10507,The service was slow,service,service,negative
10508,The service was quick,service,service,positive
10509,Battery life is excellent,battery,battery,positive
10510,The service was quick,service,service,positive
10511,Price is too high,price,price,negative
10512,Camera quality is great,camera,camera,positive
10513,Battery life is excellent,battery,battery,positive
10514,Battery drains quickly,battery,battery,positive
10515,Camera is disappointing,camera,camera,negative
10516,The service was quick,service,service,positive
10517,Camera is disappointing,camera,camera,negative
10518,The food was terrible,food,food,negative
10519,Performance is smooth,performance,performance,positive
10520,Performance is laggy,performance,performance,negative
10521,Battery life is excellent,battery,battery,positive
10522,The service was quick,service,service,positive
